,year,rating,vote,runtime,kind_N,genre_N,country_N,language_N,director_N
3847,1991.0,8.5,Many,51.0,1,0,8,1,9
3848,1998.0,8.0,Several,90.0,4,2,6,6,10
3849,2005.0,5.0,None,77.0,1,4,8,1,10
3851,2002.0,4.7,Several,60.0,1,8,7,1,9
3852,2000.0,6.7,Few,99.0,1,7,3,0,9
3853,1998.0,2.9,Few,99.0,1,10,8,1,9
3854,1994.0,7.1,Many,72.0,1,7,1,1,9
3856,2005.0,6.4,Several,100.0,1,7,5,5,9
3857,2004.0,4.3,Many,100.0,7,8,8,1,9
3858,1989.0,7.1,None,99.0,0,5,9,9,10
3859,2005.0,7.4,None,87.0,7,2,8,1,10
3860,1991.0,7.3,Many,110.0,1,0,3,0,9
3861,1987.0,7.8,Many,121.0,1,7,9,9,9
3862,2002.0,8.6,None,90.0,7,6,8,1,9
3863,2001.0,6.9,None,108.0,7,2,6,1,9
3864,1959.0,8.0,Many,64.0,1,7,6,6,9
3865,1997.0,5.5,Few,158.0,1,2,6,6,9
3866,2003.0,7.6,None,88.0,7,6,8,1,9
3867,2004.0,7.4,Few,104.0,1,4,8,1,9
3869,1966.0,8.1,Many,77.0,1,3,9,9,9
3870,1987.0,7.7,None,90.0,7,6,8,1,9
3871,2000.0,6.8,None,93.0,7,6,8,1,10
3872,1976.0,8.1,Several,359.0,1,4,9,9,9
3873,2004.0,8.0,None,100.0,2,6,7,1,10
3875,1992.0,8.5,Several,90.0,7,6,7,1,2
3877,2003.0,6.6,Several,180.0,7,2,8,1,9
3878,1980.0,7.0,Many,104.0,1,4,5,5,9
3880,1960.0,7.6,None,30.0,1,9,8,1,9
3881,1976.0,6.9,Several,103.0,1,4,9,2,9
3882,1965.0,7.8,Several,134.0,1,6,6,6,9
3883,1994.0,6.7,Few,183.0,2,7,7,1,10
3884,2005.0,7.5,Many,87.0,7,2,8,1,9
3885,2004.0,7.1,Many,87.0,1,7,7,1,9
3886,1999.0,5.8,None,24.0,2,2,6,6,10
3887,1992.0,8.6,Few,86.0,0,4,8,1,9
3888,1959.0,9.0,Many,104.0,4,7,8,9,10
3889,1996.0,6.0,Many,88.0,1,1,8,1,9
3890,1918.0,7.7,None,101.0,1,4,7,9,10
3892,2004.0,8.6,None,48.0,7,9,8,1,9
3894,2004.0,6.7,None,163.0,0,2,9,9,10
3895,1999.0,7.5,Several,96.0,4,10,8,1,10
3896,2004.0,4.7,Many,123.0,7,7,8,1,9
3897,1999.0,7.9,Several,210.0,1,4,9,8,9
3898,2003.0,6.3,Several,141.0,1,4,9,2,9
3900,1997.0,7.3,Many,80.0,1,7,7,1,9
3901,1987.0,6.3,Few,22.0,1,0,3,0,9
3902,1951.0,8.2,Many,96.0,1,7,6,6,9
3903,2002.0,6.7,Few,88.0,3,3,8,1,9
3904,1987.0,3.4,Several,97.0,1,4,0,1,9
3905,2003.0,7.7,Many,116.0,1,6,8,1,9
3906,2001.0,8.6,None,87.0,7,9,8,1,9
3907,2000.0,4.1,Few,50.0,1,7,8,1,9
3909,1991.0,6.3,Many,90.0,1,6,8,1,9
3910,2004.0,7.9,None,56.0,4,2,6,6,10
3911,1997.0,7.1,None,100.0,1,6,8,1,9
3912,1994.0,6.8,Several,180.0,1,0,3,0,4
3913,2003.0,8.7,None,89.0,7,9,8,1,10
3914,2002.0,5.0,Several,164.0,1,7,8,1,9
3915,2003.0,7.2,Few,120.0,1,6,7,1,9
3916,2003.0,7.1,Several,45.0,1,6,9,3,8
3917,1974.0,6.2,Few,23.0,1,5,1,1,9
3918,1967.0,7.4,Few,84.0,1,4,4,4,9
3919,2005.0,7.0,None,166.0,7,10,8,1,10
3920,2001.0,6.0,Many,40.0,1,7,2,2,9
3921,1967.0,7.7,Few,125.0,4,4,7,1,10
3922,2004.0,5.2,Few,97.0,1,4,8,1,9
3923,2000.0,7.1,Several,94.0,1,4,9,2,9
3924,1983.0,7.0,Several,93.0,1,4,2,2,9
3926,2004.0,1.6,None,85.0,7,8,8,1,9
3928,2003.0,3.8,Few,90.0,3,7,8,1,9
3929,1934.0,7.2,Many,105.0,1,4,8,1,9
3930,1997.0,7.5,Several,51.0,1,7,4,4,9
3931,1969.0,8.2,Several,107.0,1,6,9,2,9
3932,1933.0,7.6,Few,94.0,1,4,8,1,9
3933,1997.0,4.6,None,96.0,2,2,6,6,10
3934,2002.0,3.6,Several,1140.0,3,8,8,1,9
3935,2004.0,6.8,Few,50.0,7,2,8,1,9
3936,2003.0,6.5,Several,109.0,1,4,9,1,9
3937,1987.0,7.5,Many,85.0,1,0,3,0,9
3940,2001.0,6.4,Many,25.0,1,7,7,1,9
3941,2002.0,7.7,Several,88.0,4,2,6,1,10
3942,1998.0,6.8,None,100.0,2,2,6,6,10
3943,2005.0,5.5,None,77.0,7,10,8,1,9
3944,1986.0,5.5,Several,91.0,1,2,1,1,9
3945,2003.0,3.3,None,25.0,1,10,1,1,9
3946,2002.0,7.2,Few,94.0,5,2,8,1,9
3947,1999.0,5.8,None,102.0,1,8,9,9,9
3948,1994.0,8.4,Few,124.0,7,6,8,9,9
3949,1999.0,7.7,Few,74.0,4,2,9,1,10
3950,1988.0,7.5,Several,60.0,1,2,1,1,9
3952,2002.0,4.4,Few,47.0,1,0,4,4,9
3953,1997.0,7.6,None,105.0,7,6,8,1,10
3955,2000.0,4.2,Few,91.0,7,0,8,1,9
3956,1996.0,6.4,Few,186.0,1,4,0,1,9
3957,2003.0,7.5,Few,22.0,0,5,7,1,9
3959,2000.0,6.8,None,50.0,1,6,8,1,9
3960,1986.0,5.6,Many,101.0,1,4,8,1,3
3961,2004.0,6.1,None,99.0,1,6,1,1,9
3962,1972.0,7.6,Several,381.0,1,0,6,6,9
3964,1990.0,8.4,Several,30.0,1,6,8,1,9
3965,2002.0,6.8,Several,120.0,1,5,6,6,6
3968,1984.0,7.1,Several,136.0,1,3,7,1,9
3970,1996.0,6.7,Many,44.0,4,4,8,1,10
3971,2000.0,6.5,Few,93.0,1,4,9,8,9
3972,1979.0,6.8,Many,80.0,1,8,1,1,9
3973,2000.0,7.2,None,90.0,4,6,9,3,10
3974,2001.0,7.2,Several,109.0,1,7,2,7,9
3975,1995.0,5.2,Several,51.0,1,4,7,1,9
3976,1995.0,7.6,Many,21.0,4,2,6,1,10
3977,1996.0,6.6,Few,80.0,1,4,9,9,9
3979,1986.0,7.1,Many,360.0,1,3,7,1,9
3981,1989.0,6.2,Many,109.0,1,8,5,5,9
3982,2003.0,7.6,Many,105.0,1,4,2,2,9
3983,2002.0,6.6,Several,99.0,1,7,7,1,9
3984,1999.0,7.9,Many,75.0,1,7,9,8,9
3985,1990.0,7.5,Many,89.0,1,5,3,0,9
3986,1960.0,6.9,Few,90.0,1,5,7,1,9
3987,1993.0,6.7,Many,140.0,4,1,8,1,10
3988,2003.0,8.8,Few,91.0,7,9,9,1,9
3989,2000.0,7.7,None,45.0,3,6,8,1,9
3990,1995.0,7.5,None,89.0,2,6,7,1,10
3991,2002.0,6.3,Several,162.0,1,5,3,0,9
3992,1993.0,7.2,None,163.0,1,6,8,1,9
3994,2002.0,6.6,None,60.0,3,6,8,1,9
3995,2001.0,6.3,Few,83.0,1,7,9,1,9
3996,1999.0,7.9,None,70.0,7,6,8,1,9
3997,1999.0,7.3,None,30.0,1,4,8,1,9
3998,2001.0,5.3,Few,360.0,3,7,1,1,9
3999,1998.0,7.0,Many,93.0,1,4,7,1,9
4000,2000.0,7.3,Many,30.0,1,5,7,1,9
4001,1961.0,7.2,Few,122.0,1,4,9,8,9
4002,2005.0,5.5,None,24.0,7,0,8,1,5
4003,2002.0,6.7,None,87.0,1,6,8,1,9
4004,1988.0,5.5,None,175.0,1,7,9,1,9
4005,2003.0,7.5,Many,25.0,1,6,9,9,9
4006,2001.0,8.5,Many,68.0,4,2,8,1,10
4007,1996.0,6.6,None,87.0,2,2,6,1,10
4008,1982.0,4.8,Few,102.0,1,0,5,5,9
4009,1969.0,7.2,Several,159.0,1,1,9,9,9
4011,1990.0,7.2,Few,58.0,3,10,8,1,9
4012,1999.0,3.9,None,95.0,1,8,9,1,9
4013,1977.0,4.6,Few,25.0,1,6,3,1,9
4014,2000.0,6.9,Several,30.0,4,4,8,1,10
4015,1979.0,7.2,Few,90.0,0,1,7,1,9
4016,1998.0,7.7,Few,134.0,4,10,7,1,10
4017,2003.0,5.8,None,32.0,3,6,8,1,10
4019,1965.0,8.2,Many,108.0,1,10,5,5,9
4020,2004.0,7.3,None,110.0,2,6,7,1,10
4021,2002.0,2.7,Several,22.0,1,8,8,1,9
4022,1976.0,6.8,Few,83.0,1,4,0,1,9
4025,2001.0,6.2,Several,60.0,1,3,4,4,9
4026,2004.0,6.8,Several,91.0,4,0,8,1,10
4027,2001.0,7.7,None,30.0,0,6,9,9,9
4028,1999.0,7.6,Several,91.0,4,2,6,6,10
4029,2002.0,4.7,Few,566.0,1,10,7,1,9
4030,2004.0,7.4,Several,156.0,3,3,8,1,9
4031,2000.0,5.0,None,240.0,1,7,9,1,9
4032,1990.0,2.8,Few,45.0,1,0,9,1,9
4033,2002.0,5.9,Few,102.0,3,10,1,1,9
4035,1991.0,5.7,Few,43.0,3,7,8,1,9
4036,1997.0,6.7,None,50.0,1,7,9,8,9
4037,2003.0,6.8,None,96.0,3,6,8,1,9
4039,1966.0,7.4,Several,61.0,1,7,2,2,9
4040,2003.0,5.4,Few,73.0,3,10,1,1,9
4041,2000.0,8.4,None,92.0,3,6,8,1,10
4042,1970.0,8.0,Several,95.0,1,6,8,1,9
4043,1996.0,7.1,Many,5.0,4,4,8,1,10
4044,1998.0,5.1,Several,72.0,3,0,8,1,9
4045,1996.0,6.4,None,30.0,7,2,6,6,9
4047,1977.0,3.8,Many,105.0,1,8,8,1,9
4049,1976.0,7.3,None,88.0,3,6,8,1,10
4050,2004.0,6.7,Several,172.0,1,3,8,1,9
4051,1991.0,7.3,None,83.0,4,2,6,6,10
4052,2003.0,3.8,Few,110.0,7,8,8,1,9
4053,2000.0,4.3,Few,76.0,1,4,0,1,9
4055,1999.0,6.7,Many,89.0,4,4,8,1,10
4056,1998.0,7.2,Few,208.0,1,4,8,1,9
4057,1996.0,7.6,Few,178.0,1,6,8,1,9
4058,1956.0,6.0,Few,114.0,1,1,8,1,9
4059,2003.0,3.1,None,89.0,7,8,8,1,9
4060,1987.0,9.0,None,153.0,3,4,8,1,9
4061,2001.0,4.7,Several,46.0,3,7,8,1,9
4062,1974.0,6.4,Several,176.0,1,7,6,6,9
4063,2000.0,6.1,Many,89.0,1,8,9,3,9
4064,2002.0,8.1,None,41.0,1,9,8,1,9
4065,1986.0,5.6,Many,104.0,1,7,8,1,9
4066,2001.0,6.0,Several,145.0,1,4,4,4,9
4067,2002.0,7.7,Several,25.0,4,2,6,1,10
4068,1972.0,7.4,Several,74.0,1,7,2,2,9
4070,1992.0,6.9,Several,60.0,1,0,3,0,9
4071,2004.0,6.0,None,70.0,4,2,6,6,10
4072,2000.0,8.1,None,98.0,0,10,9,9,9
4073,2005.0,4.5,Few,112.0,1,7,4,1,9
4074,1988.0,4.9,Several,125.0,1,4,9,2,9
4075,2002.0,5.1,Few,92.0,3,7,9,1,9
4076,1978.0,5.8,Several,30.0,1,0,9,7,9
4077,1998.0,7.0,Few,60.0,1,7,3,6,9
4079,1968.0,3.2,Few,86.0,3,10,8,1,9
4080,1997.0,5.8,None,84.0,4,2,6,6,10
4081,1986.0,6.8,Few,25.0,1,4,8,1,9
4082,2005.0,3.0,Few,85.0,7,0,8,1,9
4083,2002.0,7.8,Many,100.0,1,4,9,9,9
4084,1999.0,5.7,Few,69.0,3,0,1,1,9
4085,2004.0,8.5,Few,88.0,7,9,8,1,9
4086,1992.0,7.1,Many,122.0,1,2,6,6,9
4087,1999.0,5.9,None,91.0,3,6,8,1,9
4088,1974.0,6.7,Many,50.0,1,0,8,1,9
4089,2005.0,7.3,None,92.0,7,9,8,1,9
4090,1981.0,7.3,Many,87.0,1,7,2,1,9
4091,1994.0,3.7,Few,97.0,7,7,8,1,3
4092,1999.0,6.8,Several,96.0,1,7,9,9,9
4093,1985.0,7.5,Several,122.0,0,4,8,9,9
4094,2004.0,8.0,Several,25.0,1,6,8,1,9
4095,1998.0,5.4,Several,99.0,1,5,7,1,9
4096,1999.0,5.4,Few,96.0,1,7,4,4,9
4097,1985.0,7.5,Few,108.0,2,5,7,1,10
4098,1966.0,7.9,Many,30.0,1,7,2,2,9
4099,1969.0,8.2,None,50.0,2,3,7,1,10
4101,1994.0,7.6,Many,25.0,1,0,3,0,9
4102,1999.0,4.5,None,88.0,7,5,8,1,9
4103,2003.0,2.7,Several,47.0,3,4,8,1,9
4104,1986.0,7.0,Many,153.0,1,1,6,1,9
4105,2000.0,7.7,Many,60.0,1,1,9,3,9
4106,1985.0,7.8,Many,195.0,1,7,9,8,9
4107,2004.0,4.9,Several,90.0,1,0,3,0,9
4108,1986.0,6.3,Few,97.0,3,3,8,1,9
4109,2001.0,8.0,Many,30.0,3,7,8,1,9
4110,1989.0,9.0,Many,200.0,2,7,9,9,10
4111,2001.0,7.3,Many,87.0,1,7,0,1,9
4112,1999.0,8.4,Few,88.0,7,6,8,1,9
4113,2003.0,8.3,None,180.0,7,2,8,1,9
4114,2002.0,6.2,Several,73.0,1,5,2,2,9
4115,2003.0,7.4,None,47.0,0,5,7,1,9
4116,1973.0,7.4,Many,89.0,1,7,8,1,9
4117,1997.0,7.5,None,51.0,7,6,8,1,9
4118,2004.0,7.2,None,73.0,1,6,8,1,9
4119,1998.0,7.7,None,94.0,4,2,9,1,10
4120,1988.0,7.0,None,105.0,0,5,9,9,10
4121,1997.0,7.5,Few,30.0,0,4,8,1,9
4123,1988.0,8.3,Several,167.0,2,7,8,1,10
4126,2003.0,6.9,None,125.0,3,6,8,1,9
4127,2004.0,7.1,None,100.0,1,6,7,1,9
4128,2002.0,7.4,Several,120.0,1,7,9,7,9
4129,1960.0,7.2,Few,59.0,1,7,4,9,9
4130,1997.0,7.7,None,98.0,7,6,8,1,9
4132,1999.0,7.3,Few,60.0,4,2,6,6,10
4134,1998.0,4.1,Few,88.0,1,0,8,1,9
4135,1965.0,5.4,Several,74.0,1,1,7,1,9
4136,1980.0,5.1,Several,48.0,1,0,3,9,9
4138,1980.0,6.2,Many,133.0,1,5,7,1,9
4139,2003.0,7.7,Few,107.0,4,2,6,6,10
4140,1997.0,6.9,Several,135.0,1,4,7,1,9
4141,1998.0,7.1,None,50.0,2,7,8,1,10
4142,1959.0,8.0,Several,95.0,1,7,9,9,9
4143,2002.0,6.5,Several,30.0,7,2,8,1,9
4146,1983.0,8.3,Many,25.0,1,0,8,1,9
4148,2003.0,8.0,None,30.0,7,9,8,9,9
4149,2004.0,6.2,Few,137.0,1,4,9,9,9
4150,1999.0,7.3,Few,90.0,0,1,8,1,9
4152,2002.0,6.5,None,2.0,7,4,8,1,9
4155,2005.0,6.9,Few,118.0,7,6,8,1,5
4156,2003.0,8.2,Several,138.0,1,6,8,1,9
4157,1997.0,5.7,Several,111.0,1,4,7,1,9
4158,1994.0,4.9,Many,108.0,1,0,1,1,9
4159,2004.0,7.2,Few,80.0,7,9,8,1,9
4160,2003.0,8.2,Many,100.0,2,7,8,1,10
4161,1993.0,6.5,None,44.0,7,2,6,6,9
4163,2004.0,6.6,None,150.0,7,6,8,1,9
4164,1995.0,7.3,None,60.0,0,6,8,1,9
4165,1997.0,8.3,None,90.0,0,4,9,9,9
4167,1998.0,5.6,Few,55.0,7,2,8,1,9
4168,1994.0,7.3,Many,92.0,1,3,9,1,9
4169,1995.0,5.9,None,109.0,1,2,6,6,9
4170,2002.0,7.7,Many,91.0,1,4,9,9,9
4172,2001.0,8.0,None,114.0,7,10,8,1,10
4175,1991.0,3.2,None,51.0,7,4,8,1,9
4176,2001.0,7.1,Few,95.0,2,7,7,1,10
4177,2003.0,7.3,Many,90.0,1,7,1,1,9
4178,1995.0,4.1,Few,46.0,7,0,8,1,9
4179,1998.0,8.3,Few,75.0,7,10,7,1,9
4180,1928.0,5.9,Several,81.0,1,4,7,9,9
4181,1977.0,7.7,Many,120.0,1,7,9,9,9
4182,2000.0,5.1,Few,30.0,1,10,1,1,9
4183,1990.0,7.1,Several,92.0,3,0,8,1,9
4184,1968.0,7.6,Many,200.0,1,4,2,2,9
4185,1992.0,8.0,Several,99.0,1,6,2,3,8
4186,1993.0,8.0,Many,71.0,1,5,8,1,9
4187,2003.0,7.4,None,102.0,7,2,8,1,9
4188,1979.0,4.7,Few,88.0,1,8,5,5,9
4189,1975.0,7.6,None,107.0,1,9,8,1,9
4190,1996.0,4.9,Few,78.0,1,0,8,1,9
4192,2003.0,7.6,Many,92.0,1,4,9,9,9
4193,2002.0,7.3,Many,79.0,1,6,7,1,9
4194,1979.0,3.8,Several,23.0,1,8,8,1,9
4195,2000.0,7.5,None,80.0,7,6,8,9,10
4196,1938.0,7.8,Many,94.0,1,4,7,1,9
4197,2003.0,7.8,None,108.0,7,9,1,1,9
4199,2001.0,8.6,None,88.0,0,2,9,9,9
4200,1996.0,7.4,Several,56.0,1,7,8,1,9
4201,2003.0,7.1,Few,88.0,5,2,8,1,9
4202,1997.0,6.7,None,24.0,7,2,6,6,9
4203,2005.0,7.5,Several,86.0,3,3,8,1,9
4204,1977.0,6.7,None,90.0,3,7,8,1,9
4205,1967.0,7.5,Several,53.0,1,0,9,7,9
4206,1997.0,6.8,Few,96.0,1,7,2,2,9
4207,2001.0,5.4,Several,93.0,7,4,1,1,9
4208,1985.0,7.5,Several,96.0,1,3,9,3,9
4209,2000.0,6.7,Few,85.0,1,7,9,9,9
4210,1980.0,6.2,None,180.0,1,0,9,7,9
4211,1984.0,8.1,Several,93.0,1,6,8,1,9
4212,1996.0,6.9,Several,79.0,1,7,9,1,9
4213,1997.0,5.2,Few,88.0,7,1,8,1,9
4214,1992.0,7.3,Many,75.0,1,7,2,1,9
4216,2002.0,6.1,Several,93.0,1,0,9,9,9
4217,2003.0,8.7,Several,108.0,7,6,8,1,9
4218,1970.0,6.5,Several,86.0,1,0,9,1,9
4219,1996.0,6.8,Many,60.0,1,2,8,1,9
4220,1999.0,7.1,Several,81.0,2,1,7,1,10
4221,2003.0,7.5,None,95.0,1,6,8,1,9
4223,1998.0,6.5,Few,88.0,1,4,1,2,9
4224,2005.0,5.6,Few,99.0,1,5,4,4,9
4225,2001.0,5.5,None,96.0,1,2,6,1,9
4226,1985.0,6.6,Few,35.0,1,2,6,6,9
4227,1997.0,5.8,Several,116.0,3,4,8,1,9
4228,1996.0,8.0,None,50.0,1,9,8,1,9
4229,1989.0,5.3,None,100.0,7,1,6,6,9
4230,1961.0,6.8,Many,86.0,1,4,8,1,9
4231,1983.0,8.0,None,60.0,7,9,8,1,9
4232,1963.0,7.4,Several,89.0,1,0,6,6,9
4233,2002.0,6.1,Several,25.0,7,2,8,1,9
4234,1992.0,8.5,Few,97.0,7,6,8,1,9
4235,1999.0,6.9,Many,115.0,1,0,4,4,9
4236,1994.0,7.9,Several,80.0,2,2,6,6,10
4237,1990.0,7.5,Few,86.0,1,6,8,1,9
4238,2001.0,5.4,None,89.0,3,4,8,1,9
4239,1996.0,8.1,None,93.0,0,5,7,1,9
4241,2003.0,8.0,None,19.0,4,7,7,1,10
4242,1998.0,6.9,Many,94.0,1,7,8,1,9
4243,2003.0,7.2,None,89.0,4,2,6,1,10
4244,1978.0,6.9,Several,30.0,1,0,8,1,9
4245,1959.0,9.0,Many,110.0,4,7,8,9,10
4246,1977.0,7.5,Many,120.0,1,0,4,4,9
4247,1997.0,8.3,None,103.0,1,9,8,1,9
4248,1995.0,6.1,None,105.0,3,7,1,1,9
4249,1995.0,5.7,Several,114.0,1,1,1,1,9
4251,1985.0,7.2,None,72.0,7,10,7,9,9
4252,2004.0,4.5,Many,106.0,7,5,8,1,9
4253,2004.0,8.3,Several,50.0,1,6,8,1,9
4254,1998.0,7.1,Few,88.0,1,7,7,1,9
4255,2003.0,8.3,None,74.0,0,6,9,9,9
4256,1998.0,7.2,Many,89.0,7,2,8,1,9
4258,1988.0,6.6,Several,29.0,1,1,0,1,9
4259,1990.0,7.5,None,125.0,0,1,9,9,9
4260,2002.0,7.8,None,133.0,0,2,9,9,9
4261,1994.0,7.8,Many,64.0,4,2,1,1,10
4262,2004.0,7.2,Few,30.0,3,7,7,1,9
4263,2004.0,2.9,Several,60.0,1,1,8,1,3
4264,2000.0,4.0,None,119.0,7,9,8,1,9
4265,1999.0,6.7,Few,79.0,1,7,9,9,9
4266,2004.0,4.9,Few,98.0,3,6,8,1,9
4268,2005.0,3.9,Few,115.0,7,8,1,1,9
4270,1997.0,7.7,Many,235.0,1,0,2,1,9
4271,1988.0,6.2,None,51.0,2,2,6,6,10
4272,1999.0,6.5,Many,81.0,1,0,8,1,9
4273,1990.0,5.1,Several,70.0,1,0,9,1,9
4274,2003.0,8.4,None,85.0,7,9,8,1,9
4276,1992.0,6.4,None,80.0,2,2,6,6,10
4277,1996.0,7.1,None,55.0,1,1,0,1,9
4278,2005.0,7.8,Several,101.0,3,7,2,1,9
4279,2005.0,8.7,None,77.0,7,10,8,1,10
4281,2002.0,4.0,Several,55.0,7,10,1,1,9
4282,2003.0,7.4,Many,89.0,7,2,8,1,9
4284,2003.0,6.9,Several,80.0,1,7,2,2,9
4285,1998.0,4.7,Several,180.0,1,8,8,1,9
4287,1995.0,7.3,None,98.0,6,10,8,1,10
4288,2005.0,7.1,Few,92.0,7,2,8,1,9
4289,1992.0,7.7,Several,200.0,4,2,6,6,10
4290,1988.0,8.6,Few,80.0,0,1,7,1,9
4291,1997.0,8.2,Many,22.0,4,0,8,9,10
4292,1993.0,6.5,None,93.0,7,6,8,1,9
4293,1996.0,4.8,None,112.0,3,6,8,1,9
4294,1964.0,6.7,Few,44.0,1,7,7,1,9
4295,2004.0,8.0,None,60.0,7,6,8,1,9
4296,2004.0,2.8,Many,63.0,7,5,8,1,9
4297,2000.0,7.3,Few,102.0,3,7,8,1,9
4298,1999.0,3.0,Few,83.0,1,0,8,1,9
4299,2002.0,6.6,None,185.0,1,6,8,1,9
4300,2002.0,7.9,Several,220.0,1,6,8,1,1
4301,2001.0,7.4,Few,60.0,7,2,8,1,9
4302,2003.0,7.2,None,89.0,1,6,8,1,9
4304,1997.0,7.2,Several,115.0,2,5,8,1,10
4305,1999.0,6.1,Many,100.0,1,4,1,1,9
4307,2005.0,6.4,Several,99.0,7,2,8,1,9
4308,1997.0,5.7,Several,90.0,3,1,8,1,9
4309,2004.0,8.2,Few,107.0,7,6,7,1,9
4311,2004.0,5.2,None,80.0,7,10,8,1,10
4312,2001.0,8.0,Several,94.0,1,6,2,1,9
4313,1999.0,7.0,Several,205.0,1,6,8,1,1
4314,2004.0,8.3,None,118.0,1,6,8,1,9
4315,1999.0,7.6,Several,100.0,4,2,6,6,10
4316,1982.0,7.6,None,164.0,0,1,8,1,9
4317,2005.0,7.5,Many,160.0,3,7,7,1,9
4318,1984.0,5.4,Several,57.0,1,4,8,1,9
4319,2004.0,7.1,Several,90.0,4,10,8,1,10
4321,1993.0,7.9,Many,60.0,1,2,6,6,9
4322,2004.0,7.0,Many,75.0,1,1,2,1,9
4323,1984.0,7.4,Several,142.0,1,4,4,4,9
4324,1999.0,7.3,Few,86.0,1,7,9,9,9
4325,2005.0,8.8,None,90.0,7,9,8,1,9
4326,1989.0,6.6,Few,172.0,3,7,8,1,9
4327,1986.0,9.1,Several,76.0,1,6,7,1,9
4328,2004.0,7.2,None,45.0,1,6,8,1,9
4329,2005.0,6.0,Many,94.0,1,0,8,1,9
4330,1927.0,8.3,Many,83.0,1,7,9,9,9
4331,2000.0,7.9,Few,30.0,7,2,8,1,9
4332,2000.0,7.5,Few,123.0,3,7,8,1,9
4333,1995.0,7.1,Several,91.0,1,7,7,9,9
4334,1997.0,7.2,Several,83.0,1,4,8,1,9
4335,1995.0,7.9,None,130.0,1,10,8,1,9
4336,2004.0,8.0,Several,108.0,1,6,8,1,9
4337,2000.0,6.0,None,97.0,3,7,7,1,9
4339,2002.0,6.6,Few,93.0,1,6,8,1,9
4340,1998.0,7.8,None,90.0,0,5,7,1,9
4341,1999.0,5.9,Many,100.0,1,7,9,8,9
4342,1992.0,6.6,Several,89.0,1,7,8,1,9
4344,2001.0,6.8,None,86.0,1,6,9,9,9
4345,1982.0,7.7,None,64.0,3,6,7,1,10
4346,1958.0,6.8,Several,90.0,1,7,8,1,9
4347,1993.0,6.3,None,91.0,1,6,8,1,9
4348,2003.0,9.2,None,53.0,5,10,8,1,9
4349,1999.0,7.0,None,100.0,4,2,9,9,10
4351,2003.0,7.1,Few,90.0,1,4,9,9,9
4352,1978.0,7.0,Few,75.0,1,7,2,2,9
4353,2004.0,8.3,Few,96.0,2,6,7,1,10
4354,2003.0,8.2,Several,97.0,2,5,7,1,10
4355,1996.0,8.1,Many,68.0,4,2,8,1,10
4356,2002.0,3.4,Few,86.0,7,8,8,1,9
4357,2004.0,5.9,None,96.0,7,6,8,1,10
4359,2001.0,6.2,Several,94.0,1,4,9,9,9
4360,1993.0,6.8,Many,93.0,4,7,8,1,10
4361,2000.0,7.4,Many,91.0,4,2,8,1,10
4362,1999.0,3.1,Several,40.0,1,4,8,1,9
4363,1998.0,6.7,Few,114.0,1,4,6,6,9
4365,1986.0,6.5,Many,89.0,1,4,8,1,9
4367,1999.0,6.7,Few,125.0,3,3,2,2,9
4368,1965.0,7.2,Many,112.0,1,10,8,1,9
4369,2003.0,5.7,None,93.0,7,10,0,1,9
4370,1964.0,6.1,Several,27.0,1,1,7,9,9
4371,2003.0,7.0,Several,70.0,1,7,4,4,9
4372,1981.0,7.7,Few,20.0,7,4,8,1,9
4373,1993.0,8.6,Many,40.0,4,5,8,1,10
4374,2005.0,6.0,Few,120.0,3,7,8,1,9
4375,2003.0,7.4,Few,129.0,1,6,8,1,9
4376,2004.0,7.5,Several,135.0,1,6,9,1,8
4377,1977.0,6.6,Few,90.0,3,3,8,1,9
4378,1995.0,6.5,Many,173.0,4,0,8,1,10
4379,1986.0,7.1,None,92.0,7,2,8,1,9
4380,1972.0,8.0,Many,90.0,4,4,7,1,10
4381,2005.0,7.2,Several,94.0,3,2,8,1,9
4382,2001.0,6.9,Several,132.0,1,4,2,2,9
4383,1999.0,6.6,None,66.0,7,6,1,9,10
4384,1983.0,7.2,Many,98.0,1,4,7,1,9
4385,2004.0,6.1,None,67.0,7,6,8,1,9
4386,1991.0,6.5,Many,94.0,1,4,8,1,9
4387,1983.0,6.7,Few,86.0,1,3,1,1,9
4388,2001.0,7.4,None,375.0,4,2,6,6,10
4389,1996.0,8.1,Many,43.0,1,0,4,9,9
4390,1979.0,8.5,Few,98.0,4,0,7,1,10
4391,2005.0,3.9,None,97.0,1,0,9,1,9
4392,1959.0,7.8,Several,30.0,4,7,8,1,10
4393,1991.0,8.2,Few,102.0,2,7,0,1,10
4394,2003.0,5.7,Few,106.0,1,7,2,2,9
4395,1985.0,6.8,Several,86.0,1,7,7,1,9
4396,2001.0,6.6,Several,107.0,1,7,8,1,9
4398,2000.0,6.0,Several,76.0,3,3,8,1,9
4399,2001.0,3.3,Several,97.0,1,0,8,1,9
4400,2003.0,6.7,Many,107.0,1,4,1,1,9
4401,1997.0,8.7,Few,168.0,1,9,8,1,9
4402,2001.0,5.8,Few,106.0,1,10,3,0,9
4403,1944.0,6.6,Few,30.0,1,10,8,1,9
4404,2002.0,4.8,Few,45.0,7,0,1,1,9
4405,2004.0,6.0,None,84.0,7,6,9,1,9
4406,2003.0,7.1,None,102.0,3,6,7,1,9
4407,1979.0,6.4,Several,106.0,3,2,8,1,9
4408,1995.0,6.8,Several,400.0,1,3,7,1,9
4409,2004.0,5.5,None,89.0,7,2,6,6,9
