,year,rating,vote,runtime,kind_N,genre_N,country_N,language_N,director_N
2155,1976.0,7.3,Several,95.0,1,7,9,3,9
2157,2003.0,7.6,None,92.0,1,6,8,9,9
2158,1962.0,7.8,Many,93.0,1,7,5,5,9
2159,1999.0,4.8,Several,86.0,1,7,4,4,9
2160,1998.0,6.9,None,60.0,7,6,8,1,10
2161,1981.0,7.9,Few,89.0,2,3,7,1,10
2162,1991.0,7.6,Many,90.0,1,7,2,2,9
2163,1939.0,7.1,Several,161.0,1,4,8,1,9
2164,1999.0,6.0,Several,99.0,1,7,2,1,9
2165,2000.0,6.8,Several,15.0,1,0,6,6,6
2166,1990.0,6.6,Few,491.0,1,0,3,0,9
2167,2004.0,8.5,None,82.0,7,6,1,1,9
2168,1983.0,8.0,Many,169.0,1,2,6,6,9
2169,2005.0,7.6,Few,101.0,1,4,8,9,10
2170,1999.0,9.1,None,126.0,7,4,8,1,10
2171,2005.0,6.5,Several,102.0,7,2,8,1,9
2173,2003.0,6.6,None,82.0,1,7,8,1,9
2174,2003.0,6.1,None,57.0,4,10,8,1,10
2175,2001.0,7.5,Many,90.0,1,3,9,3,9
2176,2004.0,8.6,Few,98.0,7,6,7,1,9
2177,2000.0,8.4,Many,157.0,4,7,1,1,10
2178,1998.0,7.3,Several,87.0,3,4,8,1,9
2179,1985.0,7.7,None,98.0,0,1,8,1,9
2182,1990.0,8.5,Several,92.0,4,7,1,1,10
2183,2000.0,7.3,Many,25.0,1,2,9,9,9
2184,2001.0,7.2,Several,88.0,1,7,9,9,9
2185,1981.0,7.3,Several,47.0,4,1,9,9,10
2186,2004.0,7.8,Few,114.0,7,4,8,1,9
2187,1980.0,7.0,Many,74.0,1,7,7,1,9
2188,1998.0,6.0,Several,108.0,1,7,9,9,9
2189,1999.0,6.4,Several,175.0,1,3,2,2,9
2190,1997.0,4.1,Few,189.0,1,0,8,1,9
2191,2002.0,6.7,Few,101.0,1,7,9,9,9
2192,1983.0,6.5,Few,136.0,1,1,6,6,9
2193,1997.0,5.3,Few,93.0,1,0,4,4,9
2194,1994.0,7.5,Several,112.0,1,6,8,1,9
2195,2003.0,6.1,Many,95.0,1,4,8,1,9
2196,1969.0,5.4,Several,89.0,1,4,8,1,9
2198,2002.0,7.6,Few,105.0,0,6,8,1,9
2199,1982.0,6.9,Few,97.0,3,7,8,1,9
2200,2004.0,8.7,Few,73.0,7,6,7,1,9
2201,1991.0,7.4,Few,90.0,2,7,8,1,10
2203,1981.0,6.6,Many,113.0,1,0,7,1,9
2208,2000.0,7.4,None,31.0,7,6,8,1,10
2209,1994.0,6.4,Several,74.0,1,0,3,0,4
2210,1999.0,6.9,Few,97.0,1,3,9,1,9
2211,1991.0,6.3,Many,131.0,1,7,8,1,9
2212,2001.0,6.6,Many,87.0,1,4,6,6,6
2213,2003.0,5.1,Many,150.0,7,2,8,9,9
2214,1996.0,4.9,Few,128.0,1,0,8,1,9
2215,2003.0,8.0,Many,94.0,1,2,0,1,9
2216,2003.0,6.9,None,103.0,7,10,8,1,5
2217,1975.0,7.4,Several,82.0,1,5,9,3,9
2218,2001.0,7.2,None,84.0,2,2,6,1,10
2219,1997.0,8.2,Many,180.0,4,0,8,9,10
2220,1955.0,6.0,Several,81.0,1,8,8,1,9
2221,1974.0,7.7,Many,87.0,3,2,8,1,9
2222,2003.0,6.6,Several,135.0,1,0,3,0,9
2223,2004.0,6.7,Many,111.0,1,7,7,1,9
2224,2001.0,4.1,Few,172.0,1,7,4,4,9
2226,2001.0,7.5,None,103.0,7,6,8,1,9
2227,1971.0,6.6,Several,105.0,1,8,7,1,9
2228,2001.0,8.1,None,94.0,1,9,8,1,9
2229,1968.0,7.0,Many,100.0,1,8,7,1,9
2230,2003.0,7.4,Several,101.0,1,4,1,2,9
2231,1985.0,6.6,Many,102.0,1,10,2,2,9
2232,2001.0,8.8,None,224.0,7,9,1,1,10
2233,1959.0,7.5,Several,246.0,1,7,7,2,9
2234,2000.0,6.8,Several,84.0,1,4,2,2,9
2235,1987.0,7.0,Few,25.0,1,2,6,6,9
2236,1994.0,5.3,Few,99.0,1,2,6,6,9
2237,1956.0,6.3,Several,118.0,1,8,6,6,9
2238,2000.0,5.8,None,275.0,7,7,8,3,9
2240,1962.0,7.4,Several,93.0,1,5,5,5,9
2244,1995.0,6.1,None,112.0,4,4,8,1,10
2245,1998.0,6.9,Several,60.0,1,1,7,1,9
2246,1963.0,8.2,Many,120.0,1,1,8,1,9
2247,1984.0,4.4,Several,110.0,1,0,7,1,9
2248,2004.0,7.1,Several,272.0,1,4,8,1,9
2249,2002.0,2.9,Few,105.0,1,4,1,1,9
2250,1982.0,5.9,Few,84.0,1,7,8,1,9
2251,2003.0,9.3,None,106.0,1,10,6,1,10
2252,2001.0,6.1,Few,111.0,3,7,1,1,9
2253,1997.0,6.9,Several,92.0,1,7,1,1,9
2254,2003.0,6.9,Few,131.0,7,0,6,6,6
2255,1959.0,9.0,Many,137.0,4,7,8,9,10
2256,1996.0,7.5,None,78.0,0,5,9,9,10
2257,2003.0,8.0,None,103.0,3,6,7,1,9
2258,2003.0,2.4,Few,101.0,7,0,8,1,9
2259,1984.0,7.6,None,174.0,4,9,8,1,10
2260,1978.0,7.3,Many,24.0,3,4,7,1,9
2261,1942.0,6.1,Several,72.0,1,7,8,1,9
2262,2004.0,5.5,Few,163.0,1,7,8,1,9
2263,1997.0,5.6,None,120.0,7,6,8,1,9
2264,2000.0,6.1,None,94.0,7,6,8,1,9
2265,1966.0,6.9,Several,30.0,1,4,7,1,9
2266,2004.0,7.1,None,57.0,4,2,6,6,10
2268,2000.0,7.6,None,16.0,7,6,8,1,9
2269,2001.0,5.1,Few,85.0,1,4,8,1,9
2270,2001.0,6.7,Few,102.0,1,4,7,1,9
2271,1999.0,5.1,Many,37.0,7,10,8,1,9
2272,2003.0,7.1,None,96.0,0,5,7,1,9
2273,2000.0,4.5,Many,75.0,1,5,2,2,9
2274,2003.0,6.0,Few,139.0,1,4,9,9,9
2276,2002.0,8.2,Several,115.0,3,2,8,1,9
2277,1953.0,3.2,Few,92.0,1,10,8,1,9
2278,1996.0,7.3,Several,210.0,1,4,1,1,9
2279,1996.0,8.0,None,360.0,7,9,7,1,9
2280,1925.0,7.8,Few,241.0,1,6,8,9,9
2281,1994.0,7.9,None,122.0,0,5,7,1,9
2282,2005.0,2.7,Few,104.0,7,8,8,1,9
2283,1970.0,7.2,Many,93.0,1,8,5,5,9
2286,1994.0,8.5,None,94.0,0,0,9,9,9
2287,2004.0,6.7,Many,90.0,1,4,8,1,9
2288,2002.0,7.8,Many,58.0,1,6,9,9,9
2289,1997.0,8.6,Several,24.0,2,6,7,1,10
2290,2002.0,7.5,Few,89.0,0,5,7,1,9
2291,2004.0,2.5,Few,160.0,7,8,8,1,9
2292,2005.0,5.7,Several,60.0,7,2,8,1,9
2293,2003.0,5.8,None,30.0,3,2,1,1,9
2294,1992.0,7.0,Few,93.0,3,7,8,1,9
2295,1969.0,7.2,Many,176.0,1,7,7,1,9
2296,2000.0,7.5,Many,93.0,1,4,5,5,9
2297,2002.0,7.8,None,100.0,7,6,8,1,9
2298,2001.0,4.9,Few,89.0,3,1,0,1,9
2299,2002.0,6.5,Several,169.0,1,7,4,4,9
2300,1965.0,7.0,Several,182.0,1,0,6,6,9
2301,2003.0,6.4,None,92.0,7,2,8,1,9
2303,1968.0,5.3,Several,94.0,1,7,7,1,9
2304,1998.0,5.1,Few,102.0,1,0,8,1,9
2306,2005.0,7.6,Few,45.0,1,6,8,1,9
2307,2002.0,5.9,Few,91.0,1,7,2,2,9
2309,2004.0,8.2,None,62.0,7,6,8,1,9
2310,1995.0,5.0,None,102.0,1,7,6,6,9
2311,1997.0,4.6,Several,112.0,7,4,8,1,9
2312,1993.0,7.0,Several,210.0,1,7,2,2,9
2313,2004.0,6.1,Several,99.0,1,7,8,1,9
2314,1964.0,7.0,None,165.0,4,2,6,1,10
2315,1996.0,8.1,Many,24.0,4,2,1,1,10
2316,2000.0,7.6,Many,90.0,4,2,8,1,10
2317,1999.0,7.4,Many,78.0,2,7,1,1,10
2318,1993.0,7.5,Many,33.0,1,2,6,6,9
2319,1996.0,7.5,Several,109.0,1,5,6,6,9
2321,2000.0,6.6,Many,74.0,1,3,2,1,9
2322,2005.0,7.7,None,25.0,4,6,7,1,10
2323,2003.0,6.8,Several,85.0,7,2,8,1,9
2324,2000.0,6.5,None,540.0,0,6,9,9,9
2325,2004.0,2.8,None,50.0,7,10,8,1,9
2326,2001.0,7.5,None,115.0,0,6,7,1,9
2327,1992.0,6.2,None,103.0,3,7,8,1,9
2328,1996.0,7.3,Several,30.0,1,5,1,1,9
2329,1987.0,8.6,Many,145.0,4,0,8,1,10
2330,2002.0,5.2,Several,86.0,7,0,8,1,9
2331,2001.0,6.7,None,30.0,4,2,6,6,10
2332,2000.0,3.3,None,72.0,7,2,9,1,9
2333,2004.0,5.3,None,100.0,7,10,8,1,9
2335,1986.0,7.5,Many,109.0,1,0,3,0,9
2336,2005.0,4.1,Several,60.0,7,7,8,1,9
2337,2001.0,8.6,Several,70.0,2,6,7,1,10
2338,1999.0,3.6,Few,83.0,3,0,1,1,9
2339,1988.0,7.3,Many,106.0,1,3,8,1,9
2340,1995.0,6.9,Few,97.0,1,4,3,0,9
2341,2004.0,8.0,Several,120.0,4,2,6,1,10
2342,1999.0,7.4,Several,72.0,1,4,9,9,9
2343,1970.0,7.1,Several,90.0,1,0,6,6,9
2344,1987.0,9.0,None,42.0,3,4,8,1,9
2345,2002.0,7.5,Few,137.0,0,5,7,1,9
2346,1998.0,8.2,None,59.0,4,7,7,1,10
2347,1976.0,5.1,Several,86.0,1,8,9,1,9
2349,2003.0,7.0,None,91.0,1,6,8,1,9
2350,1971.0,5.7,Several,189.0,1,8,2,2,9
2351,1989.0,7.0,Several,30.0,4,10,7,1,10
2352,2003.0,7.0,Few,200.0,1,7,1,1,9
2354,2001.0,7.4,Many,30.0,4,7,1,1,10
2355,1960.0,6.9,Several,30.0,1,4,7,1,9
2356,2001.0,8.0,None,50.0,1,0,8,1,10
2357,1985.0,8.6,None,90.0,7,9,8,1,9
2358,1971.0,7.2,Several,112.0,1,0,6,6,9
2360,2002.0,6.9,Few,104.0,1,6,8,1,9
2361,2004.0,7.1,Several,51.0,4,10,8,1,10
2362,1997.0,6.8,Few,112.0,1,6,9,8,9
2363,1993.0,8.8,None,93.0,0,7,8,1,9
2364,1996.0,7.4,Several,104.0,2,7,8,1,10
2365,1997.0,7.4,None,25.0,2,5,7,1,10
2366,2004.0,6.1,None,90.0,1,7,4,1,9
2367,1995.0,7.9,None,94.0,1,10,8,1,9
2368,1998.0,8.9,None,99.0,7,6,8,1,10
2369,2000.0,7.9,Few,98.0,3,6,8,1,9
2370,1977.0,6.7,Few,56.0,1,7,4,4,9
2371,1996.0,7.0,Several,100.0,1,0,6,6,6
2372,1995.0,6.4,Many,54.0,1,5,8,1,9
2374,1991.0,7.2,None,88.0,3,6,1,2,9
2375,1929.0,7.1,Several,460.0,1,7,7,1,9
2376,2000.0,6.8,Several,88.0,1,0,4,4,9
2377,2001.0,4.7,Several,86.0,4,0,1,1,10
2378,1992.0,5.8,Several,90.0,1,5,8,1,9
2379,1967.0,7.2,Several,109.0,1,3,9,9,9
2381,1975.0,7.6,Few,104.0,1,4,8,1,9
2382,1985.0,6.0,Several,85.0,1,4,8,1,9
2383,2004.0,5.6,Few,76.0,3,10,2,2,9
2384,2001.0,6.4,Few,109.0,1,7,5,5,9
2385,1964.0,7.7,None,98.0,1,7,4,4,9
2387,1976.0,7.1,Several,91.0,1,7,9,3,9
2388,1996.0,7.0,Several,4.0,1,7,9,8,9
2389,2003.0,7.2,None,175.0,1,6,8,1,9
2390,2002.0,6.6,Many,109.0,1,6,8,1,9
2391,2004.0,7.8,Many,102.0,1,0,4,4,9
2392,1987.0,8.0,None,102.0,4,6,7,1,10
2393,1999.0,6.1,None,75.0,4,2,6,9,10
2394,2001.0,6.8,None,108.0,7,6,8,1,10
2395,2001.0,2.9,Few,202.0,1,0,8,1,9
2396,2000.0,7.2,Many,170.0,1,7,2,2,9
2397,1999.0,6.4,Many,50.0,1,1,2,1,9
2398,1999.0,7.0,Several,97.0,3,3,8,1,9
2399,1993.0,8.4,None,40.0,7,9,8,1,9
2400,1992.0,8.2,Few,128.0,0,4,8,1,9
2402,1959.0,7.9,Many,30.0,1,7,2,2,9
2403,1966.0,5.8,Few,109.0,1,7,2,2,9
2404,2001.0,7.4,Few,97.0,1,6,9,1,9
2405,1982.0,7.7,Several,60.0,3,0,7,1,9
2406,2002.0,5.5,Many,100.0,1,0,3,1,9
2407,2000.0,5.2,Several,101.0,1,4,4,4,9
2408,2000.0,7.8,None,66.0,0,7,8,1,9
2409,1976.0,6.7,Several,114.0,3,0,8,1,9
2410,1977.0,6.5,Many,166.0,1,4,8,1,9
2411,1966.0,6.5,Several,40.0,1,4,7,1,9
2413,1965.0,6.6,Several,94.0,1,0,5,5,9
2414,1994.0,8.5,None,94.0,2,6,7,1,10
2415,1999.0,8.7,Few,90.0,7,6,8,1,9
2417,1996.0,8.7,Several,237.0,1,6,8,1,9
2418,2000.0,6.4,None,30.0,1,7,6,6,9
2419,1964.0,8.4,Many,88.0,1,4,7,1,9
2420,1999.0,7.9,Many,95.0,1,6,8,1,9
2421,1996.0,8.5,None,375.0,1,9,8,1,9
2422,2001.0,8.6,Few,114.0,3,0,1,1,9
2423,1979.0,8.0,None,43.0,4,4,7,1,10
2424,2001.0,7.6,Few,97.0,1,6,8,1,9
2425,1988.0,3.8,Few,228.0,1,0,9,1,9
2427,1979.0,8.1,Many,201.0,1,4,7,1,9
2428,1991.0,9.3,None,104.0,7,6,8,1,9
2430,1986.0,6.0,Few,86.0,1,0,3,0,9
2431,1998.0,6.5,Several,109.0,1,7,9,2,9
2432,2004.0,5.7,None,80.0,7,2,6,6,9
2433,2004.0,7.6,Many,100.0,4,7,1,1,10
2434,1971.0,6.6,Few,92.0,1,4,8,1,9
2435,1970.0,8.2,Many,110.0,1,6,8,1,9
2438,1999.0,7.4,None,98.0,1,6,8,1,9
2440,1999.0,7.3,None,95.0,7,9,8,1,9
2442,1967.0,7.5,Many,108.0,1,4,9,9,9
2443,1982.0,6.7,Few,90.0,1,7,9,1,9
2444,2004.0,5.5,Few,177.0,3,7,8,1,9
2445,1980.0,8.7,Many,110.0,1,0,8,1,9
2447,1969.0,7.0,Several,90.0,1,7,9,3,9
2448,2005.0,6.7,None,109.0,7,2,8,1,9
2449,1986.0,7.0,Many,41.0,1,3,7,1,9
2450,2005.0,7.0,None,120.0,7,6,8,1,10
2451,2003.0,8.4,None,34.0,7,9,8,1,10
2452,1995.0,6.9,Few,60.0,1,2,6,6,9
2453,2004.0,8.3,None,39.0,7,6,8,1,9
2454,2005.0,6.2,Many,101.0,1,4,4,4,9
2455,1945.0,8.4,Many,103.0,1,7,2,2,9
2456,1987.0,6.0,None,96.0,1,1,3,0,9
2457,1962.0,7.2,Several,60.0,4,4,8,1,10
2459,2001.0,5.2,Several,55.0,1,0,8,1,9
2460,1994.0,6.1,Few,95.0,3,7,8,1,9
2461,1966.0,7.1,Many,84.0,1,0,7,1,9
2462,1994.0,8.6,None,86.0,7,6,8,1,9
2464,1986.0,6.5,Few,116.0,3,3,8,1,9
2466,1995.0,7.9,None,201.0,1,10,8,1,9
2467,2001.0,7.8,Many,87.0,1,7,9,9,9
2468,2001.0,7.8,Many,44.0,3,3,8,1,9
2469,2003.0,3.6,None,111.0,3,4,1,1,9
2470,1999.0,7.6,Many,173.0,1,6,9,1,9
2471,1997.0,7.2,Several,92.0,1,3,9,3,9
2472,2003.0,6.9,Few,150.0,1,6,8,1,9
2473,2004.0,4.9,Few,120.0,7,8,8,1,9
2474,1995.0,7.5,Many,30.0,1,5,2,2,9
2475,1987.0,6.5,Many,106.0,1,4,8,1,9
2476,2001.0,6.4,None,93.0,7,2,6,6,9
2477,2002.0,6.6,Several,49.0,1,6,8,1,9
2478,2003.0,7.1,None,105.0,0,6,9,1,10
2479,1997.0,6.5,Several,105.0,1,4,8,1,9
2480,1993.0,3.8,Several,51.0,4,4,8,1,10
2481,2000.0,6.7,None,69.0,1,10,6,1,10
2482,2002.0,7.6,Few,94.0,1,6,8,1,9
2483,2003.0,7.8,None,78.0,0,6,9,9,9
2485,1977.0,8.7,Few,92.0,0,1,7,1,9
2486,2005.0,6.5,None,85.0,7,4,8,1,9
2487,1995.0,4.5,Few,82.0,1,0,1,1,9
2488,1981.0,6.2,Many,94.0,1,8,5,5,9
2489,1971.0,8.4,Several,129.0,4,7,7,1,10
2490,2005.0,6.9,None,84.0,7,10,8,1,10
2491,2001.0,7.9,None,50.0,0,7,9,9,9
2493,2004.0,7.7,Several,102.0,1,6,8,1,9
2495,1995.0,5.7,None,45.0,2,2,6,6,10
2496,2003.0,8.5,Few,165.0,4,5,8,1,10
2497,1999.0,4.4,Few,96.0,7,1,8,1,9
2498,1980.0,6.3,Few,103.0,1,0,4,4,9
2499,1992.0,6.3,None,117.0,3,7,7,9,9
2500,2005.0,4.5,Many,90.0,1,0,8,1,9
2501,1938.0,7.9,Many,32.0,1,4,8,1,9
2502,2001.0,7.4,None,108.0,0,2,9,9,10
2504,2001.0,8.2,Few,72.0,7,9,8,1,9
2505,1990.0,6.8,Few,169.0,4,2,6,1,10
2506,2001.0,4.6,Several,105.0,7,8,8,1,9
2507,2003.0,6.1,None,60.0,7,2,0,1,9
2508,1991.0,8.4,Few,92.0,3,6,8,9,10
2509,1996.0,6.1,None,30.0,7,2,6,6,9
2510,1997.0,6.4,Few,120.0,1,7,7,1,9
2512,1991.0,6.8,Several,99.0,1,7,7,1,9
2513,2003.0,6.8,Few,65.0,1,4,3,0,9
2514,1957.0,8.4,Several,245.0,1,4,4,4,9
2515,1981.0,7.5,Several,92.0,1,4,2,2,9
2517,2005.0,9.4,None,88.0,7,10,9,9,9
2518,2005.0,3.7,Few,107.0,7,0,1,1,9
2519,2003.0,6.2,Few,139.0,4,2,6,1,10
2520,2000.0,6.3,Few,95.0,3,5,1,1,9
2521,2002.0,6.6,None,93.0,1,6,8,1,9
2522,2000.0,6.9,None,161.0,7,9,8,1,9
2523,1987.0,7.1,Many,95.0,1,0,8,1,9
2524,1998.0,6.6,None,91.0,1,6,8,1,9
2526,1972.0,9.2,Many,30.0,1,5,8,1,9
2527,1978.0,7.5,Several,71.0,1,7,4,4,9
2528,2003.0,5.1,Several,90.0,1,8,9,3,9
2530,2002.0,6.4,Several,25.0,1,0,4,4,9
2531,2000.0,7.6,None,124.0,1,9,8,1,10
2532,1996.0,7.0,Few,95.0,1,7,6,6,9
2533,1974.0,6.8,Many,52.0,1,8,9,1,9
2534,2005.0,3.6,Few,92.0,3,8,8,1,9
2535,1978.0,6.6,Few,88.0,1,0,4,4,9
2536,1983.0,7.4,Many,130.0,1,0,3,0,9
2537,2001.0,6.3,Few,1380.0,3,5,8,1,9
2538,2004.0,8.2,Few,116.0,0,2,8,1,9
2539,1981.0,3.1,Several,86.0,1,0,2,2,9
2541,2004.0,7.3,None,140.0,2,10,8,1,10
2542,2001.0,8.7,None,94.0,7,9,8,1,9
2546,2001.0,9.0,Few,69.0,1,9,8,1,9
2547,1997.0,6.7,Several,30.0,4,0,8,1,10
2548,2005.0,8.1,None,117.0,7,6,8,1,10
2549,2005.0,5.8,Few,51.0,7,2,8,1,9
2550,1989.0,6.4,Many,58.0,1,0,8,1,9
2551,1995.0,7.6,Several,91.0,3,7,8,1,9
2552,1995.0,7.1,None,83.0,1,6,8,1,9
2553,1996.0,8.4,Few,91.0,4,6,8,1,10
2554,2001.0,6.5,Few,57.0,1,5,8,1,9
2555,2002.0,4.1,Few,76.0,7,0,8,1,9
2556,2004.0,4.9,Several,11.0,1,8,5,5,9
2557,1994.0,4.8,Few,32.0,3,4,8,1,9
2558,1986.0,8.6,Many,111.0,4,4,7,1,10
2559,2000.0,6.1,Few,99.0,3,7,8,1,9
2560,1971.0,6.6,Many,105.0,1,8,5,5,9
2561,2004.0,8.1,None,93.0,1,9,8,1,10
2562,2001.0,3.6,Few,86.0,7,0,8,1,9
2563,1966.0,7.3,Several,68.0,1,7,9,3,9
2564,2000.0,7.5,Many,120.0,1,7,9,3,9
2565,1992.0,7.1,Few,87.0,3,3,8,1,9
2566,2002.0,8.5,None,107.0,1,6,8,1,10
2568,2002.0,7.2,Few,115.0,1,7,3,0,9
2569,2000.0,8.2,None,93.0,3,9,8,1,9
2570,2000.0,3.7,Several,24.0,7,4,8,1,9
2571,2001.0,3.6,Few,142.0,1,5,8,1,9
2572,1996.0,6.5,None,100.0,3,5,7,1,9
2573,1960.0,7.8,Many,45.0,1,7,5,5,9
2574,1980.0,6.7,Few,108.0,1,6,8,1,9
2575,2001.0,8.1,Many,165.0,1,7,4,4,9
2576,1999.0,8.2,Several,94.0,1,6,5,1,9
2577,1998.0,7.3,Few,44.0,7,6,8,1,1
2578,2000.0,7.4,Few,60.0,4,2,6,9,10
2579,2000.0,5.8,Few,34.0,1,7,1,1,9
2580,1999.0,6.0,Several,88.0,1,3,7,1,9
2581,2005.0,7.7,Few,93.0,1,10,8,1,5
2582,2001.0,4.6,Several,96.0,3,8,8,1,9
2583,2001.0,5.5,Several,103.0,7,1,8,1,9
2585,1992.0,7.8,Few,33.0,0,4,8,1,9
2586,2004.0,7.2,None,130.0,3,6,8,1,9
2587,1998.0,7.8,None,90.0,0,1,9,9,9
2588,2003.0,6.2,Many,97.0,1,7,7,1,9
2589,2001.0,6.9,None,108.0,0,6,8,1,9
2590,2001.0,5.3,None,133.0,1,6,8,1,9
2591,1994.0,7.3,Few,140.0,4,7,0,1,10
2592,1998.0,6.7,None,193.0,2,2,6,6,10
2593,2002.0,6.4,Few,108.0,1,7,9,9,9
2594,1996.0,7.1,Many,180.0,1,4,9,1,9
2595,1984.0,7.7,Many,85.0,2,0,8,1,10
2596,1988.0,8.2,None,111.0,7,9,7,1,9
2597,1996.0,6.9,Several,99.0,1,7,9,9,9
2598,2001.0,7.5,None,149.0,7,9,8,1,9
2599,2004.0,8.2,None,128.0,7,6,8,1,9
2600,1979.0,7.1,Several,82.0,1,0,3,0,9
2601,1975.0,6.6,Many,8.0,1,7,7,1,9
2602,1992.0,2.7,Few,90.0,7,8,8,1,9
2603,1977.0,8.0,Few,85.0,1,6,8,1,9
2604,2002.0,7.4,Many,153.0,1,7,9,9,9
2605,2000.0,5.4,None,121.0,1,7,2,2,9
2606,1996.0,8.0,Several,88.0,0,5,7,1,9
2607,1992.0,7.5,Many,95.0,1,4,8,1,9
2608,2003.0,7.6,Several,55.0,3,7,8,1,9
2609,2002.0,7.2,Few,100.0,4,0,6,1,10
2610,1975.0,6.6,Many,96.0,3,8,8,1,9
2611,1990.0,7.6,Several,103.0,1,0,4,4,9
2612,2004.0,3.8,Few,80.0,3,10,8,1,9
2613,1995.0,6.1,None,143.0,1,7,8,1,9
2614,1976.0,8.2,Several,101.0,4,1,7,1,10
2617,1929.0,7.7,Many,30.0,1,10,2,9,9
2618,1978.0,7.4,Several,71.0,1,6,8,1,9
2619,1994.0,7.6,Many,92.0,1,0,8,1,9
2620,2005.0,7.5,None,53.0,7,2,8,1,9
2621,1998.0,7.0,Few,48.0,3,1,8,1,9
2622,1932.0,7.5,Many,185.0,1,10,9,3,9
2623,1996.0,6.0,Several,127.0,3,3,7,1,9
2624,1996.0,3.2,Several,30.0,1,0,8,1,9
2625,1999.0,7.9,Many,102.0,4,0,9,9,10
2626,2004.0,7.7,Few,165.0,3,6,8,1,9
2627,1985.0,7.3,Many,94.0,1,4,7,1,9
2628,2003.0,2.2,Few,99.0,7,8,8,1,9
2629,2002.0,8.1,None,97.0,2,6,8,1,10
2630,1985.0,8.7,None,112.0,2,6,7,1,10
2631,1941.0,7.3,Several,90.0,1,0,6,6,9
2632,2001.0,8.3,Many,90.0,1,4,2,2,9
2633,2001.0,6.9,Few,80.0,1,6,9,9,9
2634,2001.0,7.6,Few,86.0,0,6,8,1,9
2635,2003.0,8.7,None,105.0,7,10,8,1,9
2636,2002.0,5.2,Few,125.0,3,8,8,1,9
2637,1990.0,6.9,Several,56.0,1,0,3,0,9
2638,2002.0,4.6,None,84.0,3,0,1,1,9
2639,1999.0,5.7,Few,92.0,3,0,1,1,9
2640,2001.0,7.7,None,3.0,2,6,8,1,10
2641,2002.0,8.2,Several,285.0,4,2,6,6,10
2642,1992.0,7.7,Many,98.0,1,3,8,1,9
2643,2002.0,6.8,Few,30.0,4,2,6,6,10
2644,1963.0,6.5,Several,77.0,1,8,6,6,9
2645,1995.0,7.0,Several,148.0,1,7,4,4,9
2647,1962.0,7.2,Several,134.0,4,4,8,1,10
2648,2003.0,7.4,Many,25.0,1,6,9,9,9
2649,1992.0,7.3,Few,70.0,1,2,6,6,9
2650,1986.0,8.6,Many,187.0,4,4,7,1,10
2651,2001.0,6.3,Several,72.0,1,7,9,9,9
2652,1984.0,8.7,Several,545.0,2,7,9,3,10
2653,2000.0,7.4,None,82.0,1,6,8,1,9
2654,2001.0,7.6,None,30.0,3,6,9,1,9
2655,1999.0,6.7,Several,81.0,1,7,2,2,9
2656,1996.0,4.7,None,91.0,7,2,6,6,9
2657,1990.0,7.8,Many,25.0,4,4,7,1,10
2658,1981.0,7.3,Several,180.0,1,7,4,4,9
2659,1999.0,6.7,Few,94.0,1,0,3,0,9
2660,1978.0,7.0,Few,30.0,1,2,6,6,9
2661,1995.0,7.1,Several,78.0,1,1,2,2,9
2662,1989.0,7.1,Few,112.0,1,0,3,0,9
2663,1999.0,7.4,Many,45.0,1,2,6,6,9
2664,2003.0,6.8,Few,57.0,1,6,1,1,9
2667,2004.0,7.0,Several,21.0,3,3,8,1,9
2670,1982.0,6.5,Several,90.0,1,0,3,0,9
2671,2001.0,5.7,Few,48.0,1,7,9,1,9
2672,1963.0,7.5,Many,85.0,1,0,8,1,9
2673,1968.0,4.8,Few,116.0,1,4,7,1,9
2674,1958.0,6.7,None,87.0,1,6,8,1,9
2675,1977.0,7.8,Several,106.0,1,7,9,9,9
2676,2001.0,7.9,None,90.0,0,2,6,6,9
2677,2002.0,7.1,Few,90.0,4,2,6,6,10
2679,1998.0,4.1,Several,116.0,7,10,8,1,9
2681,2002.0,4.8,Few,14.0,3,10,8,1,9
2682,1989.0,8.6,Many,90.0,4,5,7,1,10
2683,1991.0,7.0,Few,115.0,1,2,6,6,9
2684,1996.0,7.7,Several,77.0,1,7,9,7,9
2685,1999.0,7.8,Several,50.0,0,2,6,9,9
2686,1995.0,6.8,Few,97.0,1,6,9,1,9
2687,1984.0,6.8,None,120.0,4,6,8,1,10
2688,2004.0,6.1,None,107.0,7,10,8,1,9
2689,2000.0,6.3,Several,90.0,3,7,8,1,9
2692,1976.0,6.7,Several,50.0,3,0,8,1,9
2694,1981.0,7.1,Few,37.0,4,4,7,1,10
2696,2000.0,4.9,Few,101.0,1,5,1,1,9
2697,2004.0,6.0,None,109.0,7,6,8,1,1
2698,2003.0,6.1,Many,88.0,1,0,8,1,9
2700,1998.0,7.2,Many,90.0,7,2,8,1,9
2702,1988.0,6.9,None,94.0,1,7,7,8,9
2703,1979.0,6.2,Several,91.0,1,0,3,0,9
2705,2004.0,5.4,None,87.0,3,2,1,1,9
2707,1992.0,7.4,Many,110.0,1,0,3,0,9
2708,1993.0,7.2,None,177.0,1,6,8,1,9
2709,1965.0,7.6,Many,93.0,1,4,5,5,9
2710,2001.0,7.3,None,102.0,1,4,8,1,10
2711,2003.0,5.2,Several,104.0,3,10,1,1,9
2712,2005.0,2.3,Few,150.0,7,8,8,1,9
2713,1965.0,8.5,Many,60.0,1,4,9,9,9
